"station_id","station_name","climate_id","prov"
50148,"CHURCHILL A","5060605","MB"
50821,"BRANDON A","5010481","MB"
50897,"KLEEFELD (MAFRI)","5021500","MB"
51097,"WINNIPEG INTL A","5023227","MB"
52438,"THE PAS A","5052881","MB"
52578,"FLIN FLON A","5050961","MB"
52758,"GILLAM A","5061022","MB"
52858,"HODGSON 3","5031310","MB"
52961,"FLIN FLON A","5050973","MB"
53118,"THOMPSON A","5062921","MB"
53318,"BERENS RIVER A","5030204","MB"
53321,"BERENS RIVER A","5030201","MB"
53398,"ISLAND LAKE A","5061375","MB"
53698,"GILLAM A","5061025","MB"
54278,"ISLAND LAKE A","5061374","MB"
54279,"THE PAS A","5052882","MB"
54658,"CROSS LAKE JENPEG 2","5060622","MB"
55138,"THOMPSON AIRPORT","5062918","MB"
6099,"EDMUNDSTON","810AL00","NB"
6100,"SAINT JOHN MILLEDGEVILLE","810D9BC","NB"
6101,"SAINT JOHN SPRUCE LAKE","810D9KN","NB"
6102,"COLES ISLAND","810JAE0","NB"
6103,"EDMUNDSTON","810JL00","NB"
6104,"SAINT JOHN UNB","810MRBE","NB"
6105,"SEAL COVE","810M937","NB"
6106,"ACADIA FOREST EXP ST","8100100","NB"
6107,"ACADIEVILLE","8100105","NB"
6108,"ALMA","8100200","NB"
6109,"AROOSTOOK","8100300","NB"
6110,"ARTHURETTE BIRCH RIDGE","8100350","NB"
6111,"ASHTON HILL","8100400","NB"
6112,"BALTIMORE","8100430","NB"
6113,"BAS CARAQUET","8100468","NB"
6114,"BATHURST","8100500","NB"
6115,"BATHURST","8100502","NB"
6116,"BEECHWOOD","8100512","NB"
6117,"BELLEDUNE","8100514","NB"
6118,"BERRYTON","8100516","NB"
6119,"BERTRAND","8100518","NB"
6120,"BIG BALD MOUNTAIN","8100525","NB"
6121,"BLISSVILLE","8100550","NB"
6122,"BLUE MOUNTAIN TOWER","8100558","NB"
6123,"BON ACCORD","8100566","NB"
6124,"BROCKWAY","8100570","NB"
6125,"BRUNSWICK MINES","8100583","NB"
6126,"BOUCTOUCHE","8100590","NB"
6127,"BOUCTOUCHE CDA","8100592","NB"
6128,"BURNT CHURCH","8100600","NB"
6129,"BURNT CHURCH","8100601","NB"
6130,"CAMPBELLTON","8100700","NB"
6131,"CAMPBELLTON POWER ST","8100701","NB"
6132,"CANOBIE","8100770","NB"
6133,"CANTERBURY","8100775","NB"
6134,"CAP PELE","8100779","NB"
6135,"CARAQUET","8100785","NB"
6136,"CENTREVILLE","8100850","NB"
6137,"CHARLO A","8100880","NB"
6138,"CHARLO FALLS","8100900","NB"
6139,"CHATHAM","8100990","NB"
6140,"MIRAMICHI A","8101000","NB"
6141,"CHATHAM NBEPC","8101020","NB"
6142,"CHIPMAN","8101098","NB"
6143,"CHIPMAN","8101100","NB"
6144,"CHIPMAN","8101101","NB"
6145,"COLDBROOK","8101150","NB"
6146,"COLESON COVE","8101151","NB"
6147,"COOKVILLE","8101153","NB"
6148,"DALHOUSIE","8101170","NB"
6149,"DAWSON SETTLEMENT","8101178","NB"
6150,"DOAKTOWN","8101200","NB"
6151,"DORCHESTER","8101230","NB"
6152,"DUNGARVON RIVER","8101272","NB"
6153,"EAST CANAAN","8101280","NB"
6154,"EDMUNDSTON","8101300","NB"
6155,"EDMUNDSTON FRASER CO","8101301","NB"
6156,"EVERETT","8101348","NB"
6157,"FREDERICTON A","8101500","NB"
6159,"FREDERICTON UNB","8101700","NB"
6160,"GAGETOWN 2","8101800","NB"
6161,"GOUNAMITZ RIVER","8101850","NB"
6162,"GRANDE DIGUE","8101880","NB"
6163,"GRAND FALLS","8101900","NB"
6164,"GRAND FALLS DRUMMOND","8101904","NB"
6165,"GRAND MANAN","8101920","NB"
6166,"GREEN RIVER","8102000","NB"
6167,"HAMPTON","8102100","NB"
6168,"HAMTOWN CORNER","8102110","NB"
6169,"HARCOURT","8102150","NB"
6170,"HARCOURT","8102151","NB"
6171,"HARDWOOD RIDGE","8102160","NB"
6172,"HARPER SETTLEMENT","8102180","NB"
6173,"HARVEY STATION","8102200","NB"
6174,"HARVEY STATION","8102201","NB"
6175,"HAUT SHIPPAGAN","8102206","NB"
6176,"HAVELOCK","8102210","NB"
6177,"HILLSBOROUGH","8102220","NB"
6178,"HOLMESVILLE","8102226","NB"
6179,"HOYT","8102230","NB"
6180,"HOYT BLISSVILLE","8102234","NB"
6181,"JUNIPER","8102275","NB"
6182,"KEDGWICK","8102300","NB"
6183,"KESWICK RIDGE","8102308","NB"
6184,"KESWICK RIDGE MACTAQUAC","8102312","NB"
6185,"KINGS LANDING","8102314","NB"
6186,"KINGSLEY IHD","8102316","NB"
6187,"KOUCHIBOUGUAC","8102325","NB"
6188,"LAMEQUE","8102335","NB"
6189,"LAMEQUE","8102336","NB"
6190,"LITTLE RIVER MINE","8102350","NB"
6191,"LITTLE SHEMOGUE","8102369","NB"
6192,"LONG LAKE","8102500","NB"
6193,"LOWER HOLMESVILLE","8102522","NB"
6194,"MACTAQUAC PROV PARK","8102536","NB"
6195,"MAGAGUADAVIC LAKE","8102550","NB"
6196,"MAISONNETTE","8102555","NB"
6197,"MAPLETON","8102566","NB"
6198,"MCADAM","8102600","NB"
6199,"MCDONALDS CORNER CDA","8102700","NB"
6200,"MCGIVNEY","8102800","NB"
6201,"MCGRAW BROOK","8102808","NB"
6202,"MIDDLE BROOK","8102950","NB"
6203,"MILLTOWN","8102975","NB"
6204,"MINTO","8103000","NB"
6205,"MISCOU ISLAND (AUT)","8103050","NB"
6206,"MONCTON","8103100","NB"
6207,"MONCTON A","8103200","NB"
6208,"MOUNT CARLETON","8103256","NB"
6209,"MOUNT PLEASANT","8103300","NB"
6210,"MUSQUASH","8103400","NB"
6211,"NACKAWIC","8103425","NB"
6212,"NAUWIGEWAUK","8103441","NB"
6213,"NEPISIGUIT FALLS","8103500","NB"
6214,"NEWCASTLE","8103600","NB"
6215,"NICTAU","8103700","NB"
6216,"NINE MILE BRK (CAMP 68)","8103706","NB"
6217,"OROMOCTO","8103800","NB"
6218,"PARKER RIDGE","8103825","NB"
6219,"PARKINDALE","8103828","NB"
6220,"PENNFIELD","8103845","NB"
6221,"PENNFIELD RIDGE A","8103850","NB"
6222,"PENOBSQUIS","8103860","NB"
6223,"PETITCODIAC","8103900","NB"
6224,"PETIT ROCHER","8103910","NB"
6225,"PLASTER ROCK","8104000","NB"
6226,"PLASTER ROCK NBEPC","8104001","NB"
6227,"PLEASANT MOUNTAIN","8104010","NB"
6228,"POINT ESCUMINAC","8104100","NB"
6229,"POINT LEPREAU","8104200","NB"
6230,"RAPIDS DEPOT","8104284","NB"
6231,"RENOUS","8104300","NB"
6232,"REXTON","8104400","NB"
6233,"RILEY BROOK","8104450","NB"
6234,"ROBICHAUD","8104458","NB"
6235,"ROGERSVILLE","8104465","NB"
6236,"ROSEVALE","8104475","NB"
6237,"ROTHESAY","8104477","NB"
6238,"ROYAL ROAD","8104480","NB"
6239,"ROYAL ROAD WEST","8104482","NB"
6240,"SACKVILLE","8104500","NB"
6241,"SACKVILLE","8104501","NB"
6242,"ST ANDRE DE MADAWASKA","8104595","NB"
6243,"ST ANDRE EAST","8104596","NB"
6244,"ST ANDREWS","8104600","NB"
6245,"ST GEORGE","8104700","NB"
6246,"ST GEORGE P AND P CO","8104705","NB"
6247,"ST ISIDORE","8104750","NB"
6248,"SAINT JOHN","8104800","NB"
6249,"SAINT JOHN A","8104899","NB"
6250,"SAINT JOHN A","8104900","NB"
6251,"SAINT JOHN BLINDMAN LAKE","8104918","NB"
6252,"SAINT JOHN BRIDGE","8104920","NB"
6253,"SAINT JOHN DOMINION PARK","8104921","NB"
6254,"SAINT JOHN LORNEVILLE","8104923","NB"
6255,"SAINT JOHN MISPEC PARK","8104924","NB"
6256,"ST LEONARD A","8104928","NB"
6257,"ST QUENTIN","8104933","NB"
6258,"ST STEPHEN","8104936","NB"
6259,"SEARSVILLE","8104938","NB"
6260,"SHEDIAC","8104944","NB"
6261,"SHELDON POINT","8104950","NB"
6262,"SHIPPEGAN","8104975","NB"
6263,"SISSON DAM","8105000","NB"
6264,"SOUTH BRANCH KEDGWICK","8105042","NB"
6265,"SOUTH TETAGOUCHE","8105058","NB"
6266,"SOUTHWEST HEAD","8105065","NB"
6267,"SUMMIT DEPOT","8105100","NB"
6268,"SUSSEX","8105200","NB"
6269,"SUSSEX 2","8105202","NB"
6270,"TIDE HEAD","8105300","NB"
6271,"TIDE HEAD","8105302","NB"
6272,"TOBIQUE NARROWS","8105400","NB"
6273,"TOWER HILL CDA","8105500","NB"
6274,"TRACADIE","8105505","NB"
6275,"TURTLE CREEK","8105518","NB"
6276,"TURTLE CREEK","8105520","NB"
6277,"UPPER BLACKVILLE","8105540","NB"
6278,"UPPER HOLMESVILLE","8105546","NB"
6279,"UPSALQUITCH","8105550","NB"
6280,"UPSALQUITCH LAKE","8105551","NB"
6281,"WELSFORD","8105560","NB"
6282,"WIGGINS POINT","8105568","NB"
6283,"WILD GOOSE RIVER","8105569","NB"
6284,"WILLIAMSBURG","8105580","NB"
6285,"WOLFE LAKE","8105595","NB"
6286,"WOODSTOCK","8105600","NB"
6287,"WOODSTOCK GRAFTON","8105605","NB"
6915,"BAS CARAQUET","8100467","NB"
6916,"BATHURST A","8100503","NB"
6917,"BELLEDUNE CS","8100515","NB"
6918,"BOUCTOUCHE CDA CS","8100593","NB"
6919,"FUNDY PARK (ALMA) CS","8101746","NB"
6920,"WOLFE LAKE CS","8105597","NB"
7026,"ST STEPHEN (AUT)","8104937","NB"
7558,"GAGETOWN A","8101792","NB"
9821,"POINT ESCUMINAC (AUT)","8104103","NB"
10221,"GANNET ROCK","8101815","NB"
10808,"MIRAMICHI RCS","8100989","NB"
10981,"FREDERICTON AQUATIC CENTRE C/S","8101507","NB"
26823,"ST LEONARD CS","810I001","NB"
26968,"KOUCHIBOUGUAC CS","8102328","NB"
26970,"HAVELOCK","8102212","NB"
27482,"HARVEY STATION","8102202","NB"
27623,"COLLINA","8101152","NB"
27746,"POINT LEPREAU CS","8104201","NB"
29493,"GAGETOWN AWOS A","8101794","NB"
30117,"SCOTCHTOWN","810N002","NB"
30309,"FREDERICTON CDA CS","8101605","NB"
30598,"GRAND MANAN SAR CS","8101925","NB"
42103,"CHARLO AUTO","8100885","NB"
43323,"EDMUNDSTON","8101303","NB"
43383,"ST. STEPHEN","8104935","NB"
45090,"MECHANIC SETTLEMENT","8102848","NB"
48568,"FREDERICTON INTL A","8101505","NB"
48768,"RED PINES","8104295","NB"
49868,"OAK POINT","8103780","NB"
50009,"MIRAMICHI SNOW","8101002","NB"
50309,"MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A","8103201","NB"
50310,"SAINT JOHN A","8104901","NB"
51418,"BATHURST A","8100505","NB"
51537,"DOAKTOWN AUTO RCS","8101201","NB"
53238,"WOODSTOCK NEWBRIDGE","8105603","NB"
53579,"ST LEONARD A","8104932","NB"
54078,"SUSSEX FOUR CORNERS","8105210","NB"
54282,"MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A","8103202","NB"
54283,"BATHURST A","8100506","NB"
54538,"KOUCHIBOUGUAC","8102326","NB"
55378,"GARNETT SETTLEMENT","8104905","NB"
5020,"GRAND LAKE","8402053","NL"
6551,"LOURDES","840B5HH","NL"
6552,"ST MARY'S","840C616","NL"
6553,"MAIN BROOK","840KE88","NL"
6554,"GREAT BARASWAY P.B.","840K0NC","NL"
6555,"BUTLERVILLE","8400QJK","NL"
6556,"ARGENTIA A","8400100","NL"
6557,"ARGENTIA A","8400102","NL"
6558,"ARNOLDS COVE","8400135","NL"
6559,"AVONDALE CDA","8400225","NL"
6560,"BADGER","8400300","NL"
6561,"BADGER (AUT)","8400301","NL"
6562,"BADGER C","8400309","NL"
6563,"BAIE VERTE","8400350","NL"
6564,"BAIE VERTE JUNCTION","8400359","NL"
6565,"BAY D'ESPOIR 1","8400411","NL"
6566,"BAY D'ESPOIR 2","8400412","NL"
6567,"BAY D'ESPOIR GEN STN","8400413","NL"
6568,"BAY D'ESPOIR LONG POND","8400414","NL"
6569,"BAY D'ESPOIR ST ALBANS","8400415","NL"
6570,"BENTON","8400505","NL"
6571,"BISHOPS FALLS","8400549","NL"
6572,"BISHOPS FALLS","8400550","NL"
6573,"BISHOPS FALLS PEAT MINE","8400552","NL"
6574,"BLACK DUCK","8400570","NL"
6575,"BOAT HARBOUR","8400578","NL"
6576,"BONAVISTA","8400600","NL"
6577,"BOTWOOD","8400650","NL"
6578,"BRANCH","8400666","NL"
6579,"BUCHANS","8400698","NL"
6580,"BUCHANS","8400699","NL"
6581,"BUCHANS A","8400700","NL"
6582,"BUCHANS JUNCTION","8400711","NL"
6583,"BURGEO","8400798","NL"
6584,"BURGEO 2","8400800","NL"
6585,"BURIN","8400810","NL"
6586,"BURNT POND","8400812","NL"
6587,"CAPE BROYLE","8400850","NL"
6588,"CAPE NORMAN","8400940","NL"
6589,"DOYLES","8401EK4","NL"
6590,"CAPE RACE (AUT)","8401000","NL"
6591,"CAPE ST GEORGE","8401053","NL"
6592,"CAPPAHAYDEN","8401070","NL"
6593,"CARBONEAR","8401075","NL"
6594,"CARMANVILLE","8401078","NL"
6595,"CAROL LAKE PROJECT","8501080","NL"
6596,"CARTYVILLE","8401102","NL"
6597,"CAT ARM RIVER","8401104","NL"
6598,"CHANNEL","8401125","NL"
6599,"CHARLESTON","8401128","NL"
6600,"CLARENVILLE","8401140","NL"
6601,"CLARENVILLE","8401141","NL"
6602,"CLUNYS","8401150","NL"
6603,"COLINET","8401200","NL"
6604,"COLINET PEAT BOG CDA","8401250","NL"
6605,"COLINET PEAT BOG CDA","8401251","NL"
6606,"COME BY CHANCE","8401257","NL"
6607,"COMFORT COVE","8401259","NL"
6608,"COMFORT COVE DECCA","8401260","NL"
6609,"CORMACK","8401286","NL"
6610,"CORNER BROOK","8401300","NL"
6611,"CORNER BROOK AVALON TEL","8401302","NL"
6612,"COW HEAD","8401335","NL"
6613,"DANIELS HARBOUR","8401400","NL"
6614,"DEER LAKE","8401500","NL"
6615,"DEER LAKE A","8401501","NL"
6616,"DEVIL COVE","8401506","NL"
6617,"DOVER","8401518","NL"
6618,"DOYLES","8401524","NL"
6619,"DOYLES CDA EPF","8401525","NL"
6620,"DUNVILLE","8401528","NL"
6621,"EBBEGUNBAEG LAKE","8401530","NL"
6622,"EXPLOITS DAM","8401550","NL"
6623,"FLOWERS COVE","8401582","NL"
6624,"FLOWERS COVE","8401583","NL"
6625,"FLOWERS ISLAND","8401585","NL"
6626,"FOGO","8401599","NL"
6627,"FOGO","8401600","NL"
6628,"FOGO","8401601","NL"
6629,"FORTUNE","8401618","NL"
6630,"GALLANTS","8401642","NL"
6631,"GAMBO","8401650","NL"
6632,"GAMBO","8401651","NL"
6633,"GANDER INT'L A","8401700","NL"
6634,"GANDER BAY SOUTH","8401711","NL"
6635,"GARNISH","8401728","NL"
6636,"GLENWOOD","8401799","NL"
6637,"GLENWOOD","8401800","NL"
6638,"GOOBIES","8401880","NL"
6639,"GRAND BANK","8401999","NL"
6640,"PARADISE RIVER","8402RK0","NL"
6641,"PARADISE","8402R20","NL"
6642,"GRAND BANK","8402000","NL"
6643,"GRAND FALLS","8402050","NL"
6644,"GRAND LAKE","8402052","NL"
6645,"GREY RIVER","8402057","NL"
6646,"GULL POND","8402060","NL"
6647,"HAMPDEN","8402065","NL"
6648,"HAMPDEN WHITE BAY","8402069","NL"
6649,"HARBOUR BRETON","8402071","NL"
6650,"HARBOUR DEEP","8402073","NL"
6651,"HARBOUR GRACE","8402075","NL"
6652,"HARBOUR GRACE","8402076","NL"
6653,"HAWKE'S BAY","8402078","NL"
6654,"HEARTS CONTENT","8402080","NL"
6655,"HEATHERTON","8402100","NL"
6656,"HINDS LAKE","8402210","NL"
6657,"HOLYROOD","8402300","NL"
6658,"HOLYROOD GEN STN","8402309","NL"
6659,"HOLYROOD ULTRAMAR","8402310","NL"
6660,"HOPE BROOK","8402383","NL"
6661,"HOWLEY","8402415","NL"
6662,"INDIAN BAY B.B.","8402436","NL"
6663,"ISLE AUX MORTS","8402450","NL"
6664,"JACKSONS ARM","8402470","NL"
6665,"JACKSONS ARM","8402471","NL"
6666,"LAKE AMBROSE","8402500","NL"
6667,"LAMALINE","8402516","NL"
6668,"LA SCIE","8402520","NL"
6669,"LETHBRIDGE","8402544","NL"
6670,"LOCKLEVEN","8402563","NL"
6671,"LOCKSTON","8402565","NL"
6672,"LOGY BAY","8402568","NL"
6673,"LONG HARBOUR","8402569","NL"
6674,"LOOKOUT BROOK","8402588","NL"
6675,"MARKLAND","8402590","NL"
6676,"MARYSTOWN","8402592","NL"
6677,"MIDDLE ARM","8402644","NL"
6678,"MILLERTOWN","8402755","NL"
6679,"MUSGRAVE HARBOUR","8402770","NL"
6680,"NEW CHELSEA","8402840","NL"
6681,"NORTH EAST POND RIVER","8402873","NL"
6682,"NORTH HARBOUR","8402874","NL"
6683,"PETTY HARBOUR","8402925","NL"
6684,"PICCADILLY","8402945","NL"
6685,"PIERRES BROOK","8402950","NL"
6686,"PLACENTIA","8402956","NL"
6687,"PLACENTIA JUNCTION","8402957","NL"
6688,"PLUM POINT","8402958","NL"
6689,"POINT LEAMINGTON","8402966","NL"
6690,"POINTE RICHE","8402968","NL"
6691,"POOLS COVE","8402972","NL"
6692,"POOLS COVE FORTUNE BAY","8402973","NL"
6693,"PORT AUX BASQUES","8402975","NL"
6694,"SEAL COVE CB","8403FN0","NL"
6695,"PORT AUX BASQUES CHANNEL","8403000","NL"
6696,"PORT BLANDFORD","8403008","NL"
6697,"PORT SAUNDERS","8403040","NL"
6698,"PORTUGAL COVE, CONCEPTION BAY","8403045","NL"
6699,"PORT UNION","8403050","NL"
6700,"PURBECK'S COVE","8403060","NL"
6701,"RATTLING BROOK DEPOT","8403075","NL"
6702,"RED HARBOUR PB","8403083","NL"
6703,"RATTLING BRK NORRIS ARM","8403085","NL"
6704,"ROBERT'S ARM","8403093","NL"
6705,"ROCKY HARBOUR","8403096","NL"
6706,"RODDICKTON","8403098","NL"
6707,"ROUND HARBOUR","8403210","NL"
6708,"ST ALBANS","8403290","NL"
6709,"ST ANDREWS","8403300","NL"
6710,"ST ANTHONY","8403400","NL"
6711,"ST ANTHONY","8403401","NL"
6712,"ST ANTHONY A","8403402","NL"
6713,"ST BRENDANS","8403410","NL"
6714,"ST BRIDE'S","8403417","NL"
6715,"ST BRIDE'S","8403418","NL"
6716,"ST GEORGES","8403448","NL"
6717,"ST GEORGES","8403450","NL"
6718,"ST JOHN'S","8403500","NL"
6719,"ST JOHN'S","8403501","NL"
6720,"ST JOHN'S A","8403506","NL"
6721,"ST JOHN'S THORBURN ROAD","8403523","NL"
6722,"ST JOHN'S WEST CDA","8403600","NL"
6723,"ST LAWRENCE","8403615","NL"
6724,"ST SHOTTS","8403617","NL"
6725,"ST STEPHENS","8403618","NL"
6726,"SALMONIER","8403620","NL"
6727,"SALMONIER NATURE PARK","8403621","NL"
6728,"SALT POND","8403623","NL"
6729,"SANDY POINT","8403635","NL"
6730,"SEAL COVE","8403650","NL"
6731,"SIBLEY'S COVE","8403667","NL"
6732,"SIGNAL HILL","8403669","NL"
6733,"SNOOKS ARM","8403680","NL"
6734,"SOPS ARM WHITE BAY","8403690","NL"
6735,"SOUTH BRANCH","8403691","NL"
6736,"SOUTH BROOK PASADENA","8403693","NL"
6737,"SPRINGDALE","8403700","NL"
6738,"SPRINGDALE GB FARM","8403702","NL"
6739,"STANHOPE","8403775","NL"
6740,"STEPHENVILLE A","8403800","NL"
6741,"STEPHENVILLE CROSSING","8403815","NL"
6742,"SUNNYSIDE","8403818","NL"
6743,"SWIFT CURRENT","8403825","NL"
6744,"TERRA NOVA COMMUNITY","8403850","NL"
6745,"TERRA NOVA NAT PARK HQ","8403852","NL"
6746,"TERRA NOVA NAT PARK S","8403854","NL"
6747,"TERRENCEVILLE","8403858","NL"
6748,"THORNLEA T.B.","8403860","NL"
6749,"TILT COVE","8403866","NL"
6750,"TOMPKINS","8403870","NL"
6751,"TOPSAIL","8403875","NL"
6752,"TORS COVE","8403950","NL"
6753,"TREPASSEY","8403970","NL"
6754,"TREPASSEY","8403971","NL"
6755,"26 MILE DEPOT","8403990","NL"
6756,"TWILLINGATE","8404000","NL"
6757,"UPPER SALMON","8404080","NL"
6758,"VICTORIA","8404100","NL"
6759,"WESTBROOK ST LAWRENCE","8404201","NL"
6760,"WESTERN ARM BROOK","8404210","NL"
6761,"WHALESBACK","8404225","NL"
6762,"WHITBOURNE T.B.","8404235","NL"
6763,"WILTONDALE","8404237","NL"
6764,"WINTERLAND","8404240","NL"
6765,"WOODDALE BISHOP'S FALLS","8404310","NL"
6766,"WOODY POINT","8404320","NL"
6767,"ASHUANIPI","8500200","NL"
6768,"BATTLE HARBOUR","8500395","NL"
6769,"BATTLE HARBOUR LOR","8500398","NL"
6770,"BATTLE HARBOUR MARYS R","8500400","NL"
6771,"BELLE ISLE","8500500","NL"
6772,"CAPE HARRISON","8500900","NL"
6773,"CARTWRIGHT","8501100","NL"
6774,"CHURCHILL FALLS A","8501132","NL"
6775,"ESKER 2","8501548","NL"
6776,"FORTEAU","8501615","NL"
6777,"GOOSE A","8501900","NL"
6778,"MAKKOVIK A","8502NHR","NL"
6779,"GULL ISLAND","8502059","NL"
6780,"HEBRON","8502200","NL"
6781,"HOPEDALE (AUT)","8502400","NL"
6782,"MAKKOVIK","8502589","NL"
6783,"MARY'S HARBOUR A","8502591","NL"
6784,"MENIHEK RAPIDS","8502600","NL"
6785,"MILE 163","8502700","NL"
6786,"MILE 224","8502750","NL"
6787,"NAIN A","8502800","NL"
6788,"NORTH WEST RIVER","8502875","NL"
6789,"NORTH WEST RIVER","8502876","NL"
6790,"NUTAK","8502900","NL"
6791,"POINT AMOUR","8502960","NL"
6792,"PORT HOPE SIMPSON","8503018","NL"
6793,"RED BAY","8503081","NL"
6794,"RIGOLET","8503090","NL"
6795,"ROSS BAY","8503100","NL"
6796,"ROSS BAY BNC","8503200","NL"
6797,"SAGLEK","8503249","NL"
6798,"SAGLEK","8503250","NL"
6799,"SANDGIRT LAKE","8503630","NL"
6800,"TWIN FALLS","8504050","NL"
6801,"TWIN FALLS A","8504060","NL"
6802,"WABUSH LAKE A","8504175","NL"
6803,"WEST ST MODESTE","8504216","NL"
6804,"WEST ST MODESTE","8504217","NL"
6932,"RODDICKTON NORTH","840L0R9","NL"
6933,"CORNER BROOK","8401298","NL"
6934,"PARADISE","8402RB0","NL"
6935,"JEFFREY'S","8402474","NL"
6936,"MOBILE","8402759","NL"
6937,"RED CLIFF","8403082","NL"
6938,"ROCKY HARBOUR CS","8403097","NL"
6939,"WHITBOURNE","8404234","NL"
6940,"CHURCHILL FALLS","850A131","NL"
7083,"TWILLINGATE (AUT)","8404025","NL"
7084,"DEVILS HEAD (AUT)","8401509","NL"
7089,"KELLIGREWS","8402478","NL"
8991,"SAGONA ISLAND","8403255","NL"
9025,"MAKKOVIK (AUT)","850B5HR","NL"
9034,"FEROLLE POINT (AUT)","8401565","NL"
10113,"ARGENTIA (AUT)","8400104","NL"
10227,"MARY'S HARBOUR","850B5R1","NL"
10228,"ST ANTHONY A","840C401","NL"
10230,"SAGLEK A","8503252","NL"
10251,"ENGLEE (AUT)","8401538","NL"
10662,"GREY RIVER (AUT)","84020NP","NL"
10729,"ALEXIS RIVER (AUT)","8500036","NL"
10809,"PORT AUX BASQUES 3","8402977","NL"
10810,"DANIELS HARBOUR 2","8401410","NL"
10813,"NAIN","8502799","NL"
10817,"POOLS ISLAND","840BR7C","NL"
10818,"GRATES COVE","840B053","NL"
10836,"CAPE KAKKIVIAK","8500920","NL"
10837,"TUKIALIK BAY","8503992","NL"
10841,"CAPE KIGLAPAIT","8500926","NL"
10842,"BIG BAY","8500535","NL"
10854,"ST SHOTTS (AUT)","840L617","NL"
10860,"CONNE RIVER (AUT)","8401267","NL"
10861,"STAR BROOK (AUT)","8403781","NL"
10862,"LITTLE MECATINA RIVER (AUT)","8502561","NL"
10887,"CHURCHILL FALLS","8501130","NL"
10909,"MARTICOT ISLAND","840KN90","NL"
10968,"GANDER CCR","8401710","NL"
26829,"BULL ARM","8400755","NL"
26832,"GBS PLATFORM","8401760","NL"
27115,"ST JOHN'S WEST CDA CS","8403605","NL"
27142,"TERRA NOVA NAT PARK CS","8403851","NL"
27205,"ST ANTHONY","8403399","NL"
27228,"MCIVER'S","840M001","NL"
27229,"HOLYROOD","8402303","NL"
27286,"LONG POND","840N001","NL"
27593,"PORTUGAL COVE","8403044","NL"
27617,"BROWNSDALE","8400675","NL"
27621,"ST LAWRENCE","8403616","NL"
27712,"WINTERLAND","8404241","NL"
29471,"WRECKHOUSE","8404340","NL"
30346,"GANDER AIRPORT CS","8401705","NL"
30622,"ST. ANTHONY LWIS","840D401","NL"
30766,"SALMONIER NATURE PARK","8403622","NL"
45047,"BONAVISTA","8400601","NL"
45287,"BURGEO NL","8400801","NL"
45307,"WRECKHOUSE","8404343","NL"
45567,"ST LAWRENCE","8403619","NL"
47507,"ST ANTHONY AWOS","8403403","NL"
47607,"STEPHENVILLE RCS","8403820","NL"
48348,"ST. ANTHONY A","8403389","NL"
48871,"ST JOHNS WEST CLIMATE","8403603","NL"
49629,"CHURCHILL FALLS A","8501131","NL"
50068,"DEER LAKE A","8401502","NL"
50088,"GANDER INTL A","8401703","NL"
50089,"ST. JOHN'S INTL A","8403505","NL"
50677,"CORMACK RCS","8401295","NL"
50678,"MILLERTOWN RCS","8402757","NL"
51057,"WABUSH A","8504176","NL"
51918,"MARY'S HARBOUR A","8502592","NL"
51999,"MARY'S HARBOUR A","8502590","NL"
52541,"WABUSH A","8504177","NL"
52759,"STEPHENVILLE A","8403801","NL"
53502,"NAIN A","8502810","NL"
53505,"MAKKOVIK A","8502588","NL"
53506,"MAKKOVIK A","8502580","NL"
53507,"NAIN A","8502801","NL"
53578,"CARTWRIGHT A","8501101","NL"
53958,"CARTWRIGHT A","8501106","NL"
54638,"DANIEL'S HARBOUR","8401405","NL"
54640,"PORT AUX BASQUES","8402980","NL"
54780,"BIG BAY","8500536","NL"
54898,"WINTERLAND BRANCH HILL","8404242","NL"
55078,"HAPPY VALLEY GOOSE BAY","8501915","NL"
55298,"BERRY HILL","8400506","NL"
55398,"ST ALBAN'S","8400416","NL"
6288,"ABERCROMBIE POINT","8200015","NS"
6289,"ANNAPOLIS ROYAL","8200100","NS"
6290,"ANTIGONISH","8200150","NS"
6291,"ANTIGONISH","8200151","NS"
6292,"APRIL BROOK IHD","8200155","NS"
6293,"ARGYLE HEAD","8200170","NS"
6294,"AVON","8200200","NS"
6295,"AYLESFORD","8200220","NS"
6296,"BACCARO","8200250","NS"
6297,"BADDECK","8200300","NS"
6298,"BARRIE BROOK","8200400","NS"
6299,"BAYSWATER","8200437","NS"
6300,"BEAR RIVER","8200500","NS"
6301,"BEAVERBANK","8200550","NS"
6302,"BEDFORD","8200575","NS"
6303,"BIG INTERVALE","8200579","NS"
6304,"BIRCHTOWN","8200581","NS"
6305,"BLACK RIVER","8200584","NS"
6306,"BLUE MOUNTAIN","8200587","NS"
6307,"BRAESHORE","8200590","NS"
6308,"BRIDGEWATER","8200600","NS"
6309,"CAMBRIDGE STATION","8200630","NS"
6310,"CAMDEN IHD","8200635","NS"
6311,"CANNING","8200638","NS"
6312,"CANSO","8200640","NS"
6313,"CAPE JOHN","8200650","NS"
6314,"CAPE NORTH","8200670","NS"
6315,"CAPE SABLE","8200700","NS"
6316,"CAP LA RONDE","8200750","NS"
6317,"CHAIN LAKE","8200800","NS"
6318,"CHARLESVILLE","8200810","NS"
6319,"CHESTER","8200816","NS"
6320,"CHESTER BASIN","8200818","NS"
